name,release_year,certificate,runtime,genre,director,gross,actors,production_house
The Tale of The Princess Kaguya,2014,PG,137,_Animation,Isao Takahata,NA,_Chloë Grace Moretz_James Caan_James Marsden_Mary Steenburgen,Gkids
Uncertain,2017,NotRated,82,_Documentary,_Anna Sandilands_Ewan McNicol,NA,None,
Son of Saul,2015,R,107,_War,László Nemes,NA,_Géza Röhrig_Levente Molnár_Todd Charmont_Urs Rechn,Sony Pictures Classics
"Two Days, One Night",2014,PG-13,95,_Drama,_Jean-Pierre Dardenne_Luc Dardenne,NA,_Alain Eloy_Batiste Sornin_Catherine Salée_Fabrizio Rongione_Lara Persain_Marion Cotillard_Pili Groyne_Simon Caudry,Sundance Selects
National Gallery,2014,NotRated,180,_Documentary,Frederick Wiseman,NA,None,Zipporah Films
No End in Sight,2007,None,102,_Documentary,Charles Ferguson,NA,None,Magnolia Pictures
It's a Wonderful Life,1947,Approved,130,_Family,Frank Capra,NA,_Donna Reed_James Stewart,RKO Radio Pictures
The Madness of King George,1994,PG-13,104,_Comedy,Nicholas Hytner,NA,_Amanda Donohoe_Cassandra Halliburton_Charlotte Curley_Eve Camden_Helen Mirren_Joanna Hall_Peter Bride-Kirk_Rupert Graves_Thomas Copeland,"Samuel Goldwyn Company, The"
Phoenix,2015,PG-13,98,_History,Christian Petzold,NA,_Felix Römer_Imogen Kogge_Michael Maertens_Nina Hoss_Nina Kunzendorf_Ronald Zehrfeld_Trystan Pütter_Uwe Preuss,Sundance Selects
Goodbye Solo,2009,R,91,_Drama,Ramin Bahrani,NA,_Red West_Souleymane Sy Savane,Roadside Attractions
Western,2015,NotRated,92,_Documentary,_Bill Ross IV_Turner Ross,NA,None,
Stop Making Sense,1984,None,88,_Documentary,Jonathan Demme,NA,David Byrne,Cinecom Pictures
Selma,2014,PG-13,128,_History,Ava DuVernay,NA,_Andre Holland_Carmen Ejogo_Common_David Oyelowo_Giovanni Ribisi_Lorraine Toussaint_Tim Roth_Tom Wilkinson_Wendell Pierce,Paramount Pictures
The Artist,2011,None,100,_Romance,Michel Hazanavicius,NA,None,"Weinstein Company, The"
Eternal Sunshine of the Spotless Mind,2004,R,108,_Romance,Michel Gondry,NA,_Jim Carrey_Kate Winslet_Tom Wilkinson,Focus Features
The Piano,1993,R,121,_Romance,Jane Campion,NA,_Harvey Keitel_Holly Hunter_Sam Neill,Miramax Films
Goodfellas,1990,R,146,_Crime,Martin Scorsese,NA,_Joe Pesci_Lorraine Bracco_Paul Sorvino_Ray Liotta_Robert De Niro,Warner Bros. Pictures
Blade Runner,1982,R,117,_Thriller,Ridley Scott,NA,_Harrison Ford_Rutger Hauer_Sean Young,Warner Bros. Pictures
Letters from Iwo Jima,2006,R,141,_War,Clint Eastwood,NA,Ken Watanabe,Paramount Pictures
The Seventh Continent (1989),,Unrated,104,_Drama,Michael Haneke,NA,_Birgit Doll_Dieter Berner_Elisabeth Rath_Georg Friedrich_Georges Kern_Leni Tanzer_Meat Loaf_Robert Dietl_Silvia Fenz_Udo Samel,Kino Video
The Death of Stalin,2018,R,106,_Comedy,Armando Iannucci,NA,_Adrian McLoughlin_Andrea Riseborough_Jason Isaacs_Jeffrey Tambor_Jonathan Aris_Justin Edwards_Michael Palin_Olga Kurylenko_Paddy Considine_Paul Ready_Richard Brake_Roger Ashton-Griffiths_Rupert Friend_Simon Russell Beale_Steve Buscemi_Sylvestra Le Touzel_Tom Brooke_Yulya Muhrygina,IFC Films
Once,2007,R,85,_Music,John Carney,NA,_Glen Hansard_Markéta Irglová,Fox Searchlight Pictures
The Arbor,2011,NotRated,94,_Documentary,Clio Barnard,NA,None,Strand Releasing
The Tale,,NotRated,114,_Thriller,Jennifer Fox,NA,_Chelsea Alden_Common_Elizabeth Debicki_Ellen Burstyn_Frances Conroy_Isabella Amara_Jason Ritter_John Heard_Laura Allen_Laura Dern,
Democrats,2015,NotRated,100,_Documentary,Camilla Nielsson,NA,None,
Ghost World,2001,R,111,_Comedy,Terry Zwigoff,NA,_Steve Buscemi_Thora Birch,United Artists
Brazil,1985,R,132,_Fantasy,Terry Gilliam,NA,_Jonathan Pryce_Kim Greist_Robert De Niro,Universal Pictures
Y Tu Mamá También,2002,R,106,_Comedy,Alfonso Cuarón,NA,_Gael García Bernal_Maribel Verdú,IFC
Paddington 2,2018,PG,103,_Family,Paul King,NA,_Ben Miller_Ben Whishaw_Brendan Gleeson_Daniel Stisen_Helena Holmes_Hugh Bonneville_Hugh Grant_Imelda Staunton_Jessica Hynes_Jim Broadbent_Julie Walters_Madeleine Harris_Marie-France Alvarez_Michael Gambon_Noah Taylor_Peter Capaldi_Richard Ayoade_Sally Hawkins_Samuel Joslin,Warner Bros.
On the Waterfront,1954,Approved,108,_Crime,Elia Kazan,NA,_Karl Malden_Marlon Brando,Columbia Pictures
Capote,2005,R,114,_Crime,Bennett Miller,NA,_Catherine Keener_Philip Seymour Hoffman,Sony Pictures Home Entertainment
Tulpan,2009,None,100,_Comedy,Sergei Dvortsevoy,NA,None,Zeitgeist Films
Manuscripts Don't Burn,2014,NotRated,125,_Drama,Mohammad Rasoulof,NA,None,Kino Lorber
In Transit,2017,NotRated,76,_News,_Albert Maysles_Benjamin Wu_David Usui_Lynn True_Nelson Walker III,NA,None,Submarine Deluxe
Whiplash,2014,R,107,_Music,Damien Chazelle,NA,_J.K. Simmons_Melissa Benoist_Miles Teller_Paul Reiser,Sony Pictures Classics
"Three Billboards Outside Ebbing, Missouri",2017,R,115,_Crime,Martin McDonagh,NA,_Abbie Cornish_Alejandro Barrios_Caleb Landry Jones_Clarke Peters_Darrell Britt-Gibson_Frances McDormand_Jason Redford_John Hawkes_Kathryn Newton_Kerry Condon_Lucas Hedges_Peter Dinklage_Riya May Atwood_Sam Rockwell_Samara Weaving_Woody Harrelson_Zeljko Ivanek,Fox Searchlight Pictures
Quest,2017,NotRated,104,_Documentary,Jonathan Olshefski,NA,_Adia Dillon_Christine'a Rainey_Christopher Rainey_David Barnes_Isaiah Byrd_James Blakely_Nicole Byrd_P.J. Rainey_Price_William Withers,First Run Features
A Film Unfinished,2010,Unrated,88,_Documentary,Yael Hersonski,NA,_Alexander Beyer_Rüdiger Vogler,Oscilloscope Pictures
Things to Come,2016,NotRated,102,_Drama,Mia Hansen-Løve,NA,None,Sundance Selects
The Grand Budapest Hotel,2014,R,100,_Comedy,Wes Anderson,NA,_Adrien Brody_Bill Murray_Edward Norton_F. Murray Abraham_Harvey Keitel_Jeff Goldblum_Jude Law_Léa Seydoux_Mathieu Amalric_Ralph Fiennes_Saoirse Ronan_Willem Dafoe,Fox Searchlight Pictures
Winter Sleep,2014,NotRated,196,_Drama,Nuri Bilge Ceylan,NA,None,Adopt Films
Blue Is the Warmest Color,2013,NC-17,179,_Romance,Abdel Kechiche,NA,_Ad_Alma Jodorowsky_Anne Loiret_Aurélien Recoing_Benjamin Siksou_Beno_Catherine Salée_Jeremie Laheurte_Léa Seydoux_Mona Walravens_Salim Kechiouche_Sandor Funtek,Sundance Selects
Citizenfour,2014,NotRated,114,_Documentary,Laura Poitras,NA,_Edward Snowden_Glenn Greenwald,RADiUS-TWC
Time Out,2002,PG-13,134,_Drama,Laurent Cantet,NA,_Aurélien Recoing_Karin Viard,thinkfilm
The Blue Angel (re-release),2001,None,124,_Musical,Josef von Sternberg,NA,_Emil Jannings_Hans Albers_Kurt Gerron_Marlene Dietrich_Rosa Valetti,Paramount Pictures
Thelma & Louise,1991,R,130,_Crime,Ridley Scott,NA,_Geena Davis_Susan Sarandon,Metro-Goldwyn-Mayer (MGM)
Away from Her,2007,PG-13,110,_Romance,Sarah Polley,NA,_Gordon Pinsent_Julie Christie,Lions Gate Films
The Fallen Idol (re-release),2006,None,95,_Thriller,Carol Reed,NA,_Michèle Morgan_Ralph Richardson,Selznick Releasing Organization
Network,1976,R,121,_Drama,Sidney Lumet,NA,_Faye Dunaway_Peter Finch_William Holden,Metro-Goldwyn-Mayer (MGM)
Inside Job,2010,PG-13,120,_Documentary,Charles Ferguson,NA,Matt Damon,Sony Pictures Classics
Three Colors: White,1994,R,91,_Romance,Krzysztof Kieslowski,NA,_Julie Delpy_Zbigniew Zamachowski,Miramax
Chicken Run,2000,G,84,_Family,_Nick Park_Peter Lord,NA,_Julia Sawalha_Mel Gibson,DreamWorks Distribution
The King's Speech,2010,R,118,_History,Tom Hooper,NA,_Colin Firth_Geoffrey Rush_Helena Bonham Carter,"Weinstein Company, The"
Hell or High Water,2016,R,102,_Crime,David Mackenzie,NA,None,CBS Films
Up,2009,PG,96,_Family,_Bob Peterson_Pete Docter,NA,_Edward Asner_John Ratzenberger_Jordan Nagai,Walt Disney Studios Motion Pictures
The Fugitive,1993,PG-13,130,_Crime,Andrew Davis,NA,_Harrison Ford_Tommy Lee Jones,Warner Bros. Pictures
Quiz Show,1994,PG-13,133,_History,Robert Redford,NA,_John Turturro_Ralph Fiennes,Buena Vista Pictures
45365,2010,None,90,_Documentary,_Bill Ross IV_Turner Ross,NA,None,Seventh Art Releasing
Aquarius,2016,NotRated,142,_Drama,Kleber Mendonça Filho,NA,None,Vitagraph Films
Anomalisa,2015,R,90,_Animation,_Charlie Kaufman_Duke Johnson,NA,_David Thewlis_Jennifer Jason Leigh_Tom Noonan,Paramount Pictures
Toy Story 2,1999,G,92,_Family,_Ash Brannon_John Lasseter_Lee Unkrich,NA,_Tim Allen_Tom Hanks,Buena Vista Pictures
Black Panther,2018,PG-13,134,_Drama,Ryan Coogler,NA,_Andy Serkis_Angela Bassett_Chadwick Boseman_Danai Gurira_Daniel Kaluuya_Forest Whitaker_Letitia Wright_Lupita Nyong'o_Martin Freeman_Michael B. Jordan_Stan Lee_Sterling K. Brown_Winston Duke,Walt Disney Studios Motion Pictures
Birdman or (The Unexpected Virtue of Ignorance),2014,R,119,_Comedy,Alejandro González Iñárritu,NA,_Amy Ryan_Andrea Riseborough_Edward Norton_Emma Stone_Michael Keaton_Naomi Watts_Zach Galifianakis,Fox Searchlight Pictures
Nobody Knows,2005,PG-13,141,_Drama,Hirokazu Koreeda,NA,_Ayu Kitaura_Hiei Kimura_Momoko Shimizu_Yûya Yagira,IFC Films
Life Is Sweet,1991,R,103,_Comedy,Mike Leigh,NA,_Alison Steadman_Jim Broadbent,October Films
Mary Poppins,1964,G,139,_Musical,Robert Stevenson,NA,_Dick Van Dyke_Julie Andrews,Buena Vista Distribution Company
The Lord of the Rings: The Two Towers,2002,PG-13,179,_Fantasy,Peter Jackson,NA,Andy Serkis,New Line Cinema
L'Enfant (The Child),2006,R,100,_Crime,_Jean-Pierre Dardenne_Luc Dardenne,NA,_Déborah François_Jérémie Renier,Sony Pictures Classics
Night of the Living Dead,1968,Unrated,96,_Horror,George A. Romero,NA,_Duane Jones_Judith O'Dea,Continental Distributing
Ordinary People,1980,R,124,_Drama,Robert Redford,NA,_Donald Sutherland_Mary Tyler Moore,Paramount Pictures
Newtown,2016,None,85,_Documentary,Kim A. Snyder,NA,None,Abramorama
Restless Creature: Wendy Whelan,2017,NotRated,90,_Documentary,_Adam Schlesinger_Linda Saffire,NA,Wendy Whelan,Abramorama
Little Women,1994,PG,115,_Family,Gillian Armstrong,NA,_Claire Danes_Kirsten Dunst_Susan Sarandon_Winona Ryder,Columbia Pictures
Poetry,2011,Unrated,139,_Drama,Chang-dong Lee,NA,None,Kino International
Shakespeare in Love,1998,R,123,_Romance,John Madden,NA,_Geoffrey Rush_Joseph Fiennes,Buena Vista Television
It Happened One Night,1934,Approved,105,_Romance,Frank Capra,NA,_Alan Hale _Arthur Hoyt_Blanche Friderici_Charles C. Wilson_Clark Gable_Claudette Colbert_Ernie Adams_Jameson Thomas_Roscoe Karns_Walter Connolly,Columbia Pictures
Loveless,2017,NotRated,127,_Drama,Andrei Zvyagintsev,NA,_Aleksey Fateev_Aleksey Rozin_Anastasiya Stezhko_Andris Keiss_Anna Gulyarenko_Artyom Zhigulin_Daria Pisareva_Evgeniya Dmitrieva_Marina Vasileva_Marina Vasilyeva_Maryana Spivak_Matvey Novikov_Maxim Stoianov_Natalya Potapova_Polina Aug_Sergei Borisov_Varvara Shmykova_Vladimir Vdovichenkov_Yanina Hope,
The Missing Picture,2013,NotRated,92,_Documentary,Rithy Panh,NA,None,Strand Releasing
"I Travel Because I Have to, I Come Back Because I Love You",2011,None,75,_Drama,_Karim Ainouz_Marcelo Gomes,NA,None,None
Superman II,1981,PG,127,_Romance,_Richard Donner_Richard Lester,NA,_Christopher Reeve_Gene Hackman_Margot Kidder,Warner Bros. Pictures
Of Men and War,2015,NotRated,142,_Documentary,Laurent Bécue-Renard,NA,None,Kino Lorber
The Farthest,2017,NotRated,121,_Documentary,Emer Reynolds,NA,_Carolyn Porco_Charley Kohlhase_Edward Stone_Fran Bagenal_Frank Drake_John Casani_Larry Soderblom_Lawrence Krauss_Nick Sagan_Timothy Ferris,Abramorama
Gomorrah,2009,NotRated,137,_Crime,Matteo Garrone,NA,_Gianfelice Imparato_Salvatore Abruzzese_Toni Servillo,IFC Films
To Be and to Have,2003,None,104,_Documentary,Nicolas Philibert,NA,None,New Yorker Films
Brooklyn,2015,PG-13,111,_Romance,John Crowley,NA,_Jim Broadbent_Julie Walters_Saoirse Ronan,Fox Searchlight Pictures
Fire at Sea,2016,NotRated,114,_Documentary,Gianfranco Rosi,NA,None,Kino Lorber
To Kill a Mockingbird,1962,TV-PG,129,_Crime,Robert Mulligan,NA,Gregory Peck,Universal Pictures
About Elly (2009),2015,NotRated,119,_Mystery,Asghar Farhadi,NA,None,Cinema Guild
Goldfinger,1965,GP,110,_Thriller,Guy Hamilton,NA,_Gert Fröbe_Honor Blackman_Sean Connery,United Artists
One False Move,1992,R,105,_Crime,Carl Franklin,NA,_Bill Paxton_Billy Bob Thornton,IRS Media
Jane,2017,PG,90,_Documentary,Brett Morgen,NA,Jane Goodall,Abramorama
The Bridge on the River Kwai,1957,TV-PG,161,_War,David Lean,NA,_Alec Guinness_André Morell_Geoffrey Horne_Jack Hawkins_James Donald_John Boxer_Percy Herbert_Peter Williams_Sessue Hayakawa_William Holden,Columbia Pictures
We Are the Best!,2014,NotRated,102,_Drama,Lukas Moodysson,NA,_Johan Liljemark_Liv LeMoyne_Mira Barkhammar_Mira Grosin,Magnolia Pictures
Spartacus,1960,Approved,None,_War,Stanley Kubrick,NA,_Kirk Douglas_Laurence Olivier,Universal Pictures
My Journey Through French Cinema,2017,NotRated,201,_Documentary,Bertrand Tavernier,NA,_André Marcon_Bertrand Tavernier_Claude Chabrol_Eddie Constantine_Georges de Beauregard_Jacques Becker_Jean-Paul Belmondo_Marcel Carné_Michel Deville_Raoul Coutard_Thierry Frémaux,Cohen Media Group
Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,85,_Family,_Nick Park_Steve Box,NA,_Helena Bonham Carter_Peter Sallis_Ralph Fiennes,DreamWorks Distribution
The Diary of a Teenage Girl,2015,R,102,_Romance,Marielle Heller,NA,_Alexander Skarsgård_Bel Powley_Christopher Meloni_Kristen Wiig_Madeleine Waters_Margarita Levieva,Sony Pictures Classics
Elena,2012,NotRated,109,_Drama,Andrei Zvyagintsev,NA,_Aleksey Rozin_Andrey Smirnov_Nadezhda Markina_Yelena Lyadova,Zeitgeist Films
All Is Lost,2013,PG-13,106,_Drama,J.C. Chandor,NA,Robert Redford,Lionsgate
Listen to Me Marlon,2015,NotRated,103,_Documentary,Stevan Riley,NA,Marlon Brando,Showtime
Gideon's Army,2013,NotRated,None,_Documentary,Dawn Porter,NA,None,Trilogy Films
Serpico (re-release),2004,R,130,_Crime,Sidney Lumet,NA,_Al Pacino_John Randolph,Paramount Pictures
Maria Full of Grace,2004,R,101,_Crime,Joshua Marston,NA,_Catalina Sandino Moreno_Guilied Lopez,Fine Line Features
Fateless,2006,R,140,_Drama,Lajos Koltai,NA,None,thinkfilm
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,PG-13,95,_Documentary,Errol Morris,NA,_Fidel Castro_John F. Kennedy_Richard Nixon_Robert McNamara,Sony Pictures Classics
Tootsie,1982,PG,116,_Romance,Sydney Pollack,NA,Dustin Hoffman,Columbia Pictures
Uncle Boonmee Who Can Recall His Past Lives,2011,NotRated,114,_Comedy,Apichatpong Weerasethakul,NA,None,Strand Releasing
The Birds,1963,PG-13,119,_Romance,Alfred Hitchcock,NA,_Charles McGraw_Ethel Griffies_Jessica Tandy_Joe Mantell_Lonny Chapman_Rod Taylor_Ruth McDevitt_Suzanne Pleshette_Tippi Hedren_Veronica Cartwright,Universal Pictures
Brokeback Mountain,2005,R,134,_Western,Ang Lee,NA,_Heath Ledger_Jake Gyllenhaal_Michelle Williams,Focus Features
Cemetery of Splendor,2016,NotRated,122,_Drama,Apichatpong Weerasethakul,NA,None,Strand Releasing
The Kid with a Bike,2012,NotRated,87,_Drama,_Jean-Pierre Dardenne_Luc Dardenne,NA,_Cécile De France_Egon Di Mateo_Fabrizio Rongione_Jérémie Renier_Olivier Gourmet_Thomas Doret,Sundance Selects
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,_Fantasy,David Yates,NA,_Daniel Radcliffe_Emma Watson_Michael Gambon_Rupert Grint,Warner Bros. Pictures
Rebel Without a Cause,1955,TV-PG,111,_Drama,Nicholas Ray,NA,_Ann Doran_Corey Allen_Dennis Hopper_Edward Platt_James Dean_Jim Backus_Natalie Wood_Rochelle Hudson_Sal Mineo_William Hopper,Warner Bros.
Particle Fever,2014,NotRated,99,_Documentary,Mark Levinson,NA,None,Abramorama
Tarnation,2004,Unrated,88,_Documentary,Jonathan Caouette,NA,Jonathan Caouette,Wellspring Media
Murderball,2005,R,88,_Documentary,_Dana Adam Shapiro_Henry Alex Rubin,NA,_Joe Soares_Keith Cavill_Mark Zupan,MTV Films
Life Itself,2014,R,120,_Documentary,_Steve James_Steve James,NA,_Chaz Ebert_Errol Morris_Gene Siskel_Martin Scorsese_Roger Ebert_Werner Herzog,Magnolia Pictures
The Shape of Water,2017,R,123,_War,Guillermo del Toro,NA,_Cyndy Day_David Hewlett_Doug Jones_John Kapelos_Lauren Lee Smith_Michael Shannon_Michael Stuhlbarg_Morgan Kelly_Nick Searcy_Nigel Bennett_Octavia Spencer_Richard Jenkins_Sally Hawkins_Stewart Arnott,Fox Searchlight Pictures
Shine,1996,PG-13,105,_Music,Scott Hicks,NA,_Armin Mueller-Stahl_Geoffrey Rush,Fine Line Features
Grizzly Man,2005,R,103,_Documentary,Werner Herzog,NA,_Amie Huguenard_Timothy Treadwell,Lions Gate Films
Gregory Crewdson: Brief Encounters,2012,NotRated,78,_Documentary,Ben Shapiro,NA,None,Zeitgeist Films
Moneyball,2011,PG-13,133,_Drama,Bennett Miller,NA,_Brad Pitt_Jonah Hill_Robin Wright,Columbia Pictures
The Autobiography of Nicolae Ceausescu,2011,NotRated,180,_Documentary,Andrei Ujica,NA,None,The Film Desk
All About My Mother,1999,R,101,_Drama,Pedro Almodóvar,NA,_Cecilia Roth_Marisa Paredes,Sony Pictures Classics
The English Patient,1996,R,162,_War,Anthony Minghella,NA,_Juliette Binoche_Kristin Scott Thomas_Ralph Fiennes_Willem Dafoe,Alliance Atlantis Home Video
The Great Escape,1963,Approved,172,_War,John Sturges,NA,_Charles Bronson_David McCallum_Donald Pleasence_Gordon Jackson_Hannes Messemer_James Coburn_James Donald_James Garner_Richard Attenborough_Steve McQueen,United Artists
The Duke of Burgundy,2015,NotRated,104,_Drama,Peter Strickland,NA,_Monica Swinn_Sidse Babett Knudsen,IFC Films
My Golden Days,2016,NotRated,123,_Drama,Arnaud Desplechin,NA,_Cécile Garcia-Fogel_Dinara Drukarova_Lou Roy-Lecollinet_Mathieu Amalric_Quentin Dolmaire,Magnolia Pictures
Love & Friendship,2016,NotRated,92,_Romance,Whit Stillman,NA,_Chloë Sevigny_Emma Greenwell_Kate Beckinsale_Xavier Samuel,Roadside Attractions
Force Majeure,2014,R,120,_Comedy,Ruben Östlund,NA,_Clara Wettergren_Johannes Kuhnke_Kristofer Hivju_Lisa Loven Kongsli_Vincent Wettergren,Magnolia Pictures
A Fantastic Woman,2017,NotRated,104,_Drama,Sebastián Lelio,NA,_Alejandro Goic_Aline Küppenheim_Amparo Noguera_Antonia Zegers_Daniela Vega_Francisco Reyes_Luis Gnecco_Néstor Cantillana_Nicolás Saavedra_Trinidad González,
Jaws,1975,PG,124,_Horror,Steven Spielberg,NA,_Richard Dreyfuss_Robert Shaw_Robert Shaw_Roy Scheider,Universal Pictures
Marooned in Iraq,2003,None,None,_Drama,Bahman Ghobadi,NA,None,Wellspring Media
You Were Never Really Here,2018,R,90,_Thriller,Lynne Ramsay,NA,_Alessandro Nivola_Alex Manette_Dante Pereira-Olson_Edward Latham_Ekaterina Samsonov_Frank Pando_Jason Babinsky_Joaquin Phoenix_John Doman_Judith Roberts_Larry Canady_Madison Arnold_Neo Randall_Ryan Martin Brown_Vinicius Damasceno,Amazon Studios
Madeline's Madeline,,NotRated,94,_Drama,Josephine Decker,NA,_Blake Baumgartner_Curtiss Cook_Dana Eskelson_Ivan Martin_Julee Cerda_Miranda July_Molly Parker_Myra Lucretia Taylor_Sophie Traub_Sunita Mani,Oscilloscope Laboratories
Russian Ark,2002,NotRated,99,_Fantasy,Aleksandr Sokurov,NA,None,Wellspring Media
Lincoln,2012,PG-13,150,_War,Steven Spielberg,NA,Daniel Day-Lewis,Walt Disney Studios Motion Pictures
Room,2015,R,118,_Drama,Lenny Abrahamson,NA,_Brie Larson_Jacob Tremblay,A24
The Tillman Story,2010,R,94,_Documentary,Amir Bar-Lev,NA,Pat Tillman,"Weinstein Company, The"
The Wind Will Carry Us,2000,None,118,_Drama,Abbas Kiarostami,NA,None,New Yorker Films
"sex, lies, and videotape",1989,R,100,_Drama,Steven Soderbergh,NA,_Andie MacDowell_James Spader,"Criterion Collection, The"
To Be or Not to Be,1942,Passed,99,_War,Ernst Lubitsch,NA,_Carole Lombard_Jack Benny,United Artists
Like Water for Chocolate,1993,R,105,_Romance,Alfonso Arau,NA,_Ada Carrasco_Claudette Maillé_Farnesio de Bernal_Joaquín Garrido_Lumi Cavazos_Marco Leonardi_Mario Iván Martínez_Pilar Aranda_Regina Torné_Yareli Arizmendi,Miramax
Nebraska,2013,R,115,_Drama,Alexander Payne,NA,_Bob Odenkirk_Bruce Dern_June Squibb_Stacy Keach_Will Forte,Paramount Pictures
Slumdog Millionaire,2008,R,120,_Romance,_Danny Boyle_Loveleen Tandan,NA,_Dev Patel_Freida Pinto,Fox Searchlight Pictures
Stand Clear of the Closing Doors,2014,NotRated,102,_Drama,Sam Fleischner,NA,_Andrea Suarez Paz_Azul Zorrilla_Jesus Sanchez-Velez_Tenoch Huerta,Oscilloscope Pictures
Dreamcatcher,2015,None,98,_Documentary,Kim Longinotto,NA,None,
To Die For,1995,R,106,_Crime,Gus Van Sant,NA,_Matt Dillon_Nicole Kidman,Columbia Pictures
Million Dollar Baby,2004,PG-13,132,_Sport,Clint Eastwood,NA,_Clint Eastwood_Hilary Swank_Morgan Freeman,Warner Bros. Pictures
42: Forty Two Up,1999,None,139,_Documentary,Michael Apted,NA,None,First Run Features
The Straight Story,1999,G,112,_Drama,David Lynch,NA,_Richard Farnsworth_Sissy Spacek,Buena Vista Pictures
Rushmore,1998,R,93,_Comedy,Wes Anderson,NA,_Bill Murray_Jason Schwartzman,Touchstone Pictures
Krisha,2016,R,83,_Family,Trey Edward Shults,NA,Krisha Fairchild,A24
Cameraperson,2016,NotRated,102,_Documentary,Kirsten Johnson,NA,None,Janus Films
The Babadook,2014,NotRated,93,_Horror,Jennifer Kent,NA,_Barbara West_Daniel Henshall_Essie Davis_Hayley McElhinney_Noah Wiseman,IFC Films
Last Days in Vietnam,2014,NotRated,98,_Documentary,Rory Kennedy,NA,None,
Little Men,2016,PG,85,_Family,Ira Sachs,NA,_Greg Kinnear_Jennifer Ehle_Michael Barbieri_Paulina Garc_Talia Balsam_Theo Taplitz,Magnolia Pictures
The Kids Are All Right,2010,R,106,_Comedy,Lisa Cholodenko,NA,_Annette Bening_Julianne Moore_Mark Ruffalo,Focus Features
Boys Don't Cry,1999,TV-MA,118,_Crime,Kimberly Peirce,NA,_Chloë Sevigny_Hilary Swank,Fox Searchlight Pictures
Dead Ringers,1988,R,116,_Romance,David Cronenberg,NA,_Geneviève Bujold_Jeremy Irons,Twentieth Century Fox Film Corporation
Manakamana,2014,NotRated,118,_Documentary,_Pacho Velez_Stephanie Spray,NA,None,Cinema Guild
Cave of Forgotten Dreams,2011,NotRated,89,_Documentary,Werner Herzog,NA,None,IFC Films
My Neighbor Totoro,1988,G,86,_Family,Hayao Miyazaki,NA,_Chika Sakamoto_Hitoshi Takagi_Machiko Washio_Masashi Hirose_Noriko Hidaka_Reiko Suzuki_Shigesato Itoi_Sumi Shimamoto_Tanie Kitabayashi_Yûko Maruyama,50th Street Films
King of the Hill,1993,PG-13,103,_History,Steven Soderbergh,NA,_Jeroen Krabbé_Jesse Bradford_Lisa Eichhorn,Gramercy Pictures (I)
Aliens,1986,R,137,_Thriller,James Cameron,NA,_Michael Biehn_Sigourney Weaver,Twentieth Century Fox Film Corporation
