_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime
18885,a2547,b847,little shop of horrors,1986,Frank Oz,Rick Moranis Ellen Greene Vincent Gardenia Levi Stubbs,94,little shop of horrors,1986,Frank Oz,Ellen Greene Rick Moranis Vincent Gardenia,94
18925,a2437,b851,jackie,2016,Pablo Larraín,Natalie Portman Peter Sarsgaard Greta Gerwig Billy Crudup,100,jackie,2016,Pablo Larraín,,100
18928,a233,b853,hot fuzz,2007,Edgar Wright,Simon Pegg Nick Frost Martin Freeman Bill Nighy,121,hot fuzz,2007,Edgar Wright,Nick Frost Simon Pegg,121
18944,a16,b854,django unchained,2012,Quentin Tarantino,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington,165,django unchained,2012,Quentin Tarantino,Christoph Waltz Don Johnson Jamie Foxx Kerry Washington Leonardo DiCaprio Samuel L. Jackson,165
19017,a2390,b860,happiness,1998,Todd Solondz,Jane Adams Jon Lovitz Philip Seymour Hoffman Dylan Baker,134,happiness,1998,Todd Solondz,Jane Adams Jon Lovitz Philip Seymour Hoffman,134
19041,a445,b861,the big short,2015,Adam McKay,Christian Bale Steve Carell Ryan Gosling Brad Pitt,130,the big short,2015,Adam McKay,Brad Pitt Christian Bale Hamish Linklater John Magaro Melissa Leo Rafe Spall Ryan Gosling Steve Carell,130
19198,a786,b865,moana,2016,Ron Clements John Musker Don Hall Chris Williams,Auli'i Cravalho Dwayne Johnson Rachel House Temuera Morrison,107,moana,2016,Chris Williams Don Hall John Musker Ron Clements,,107
19344,a462,b875,the wrestler,2008,Darren Aronofsky,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis,109,the wrestler,2008,Darren Aronofsky,Evan Rachel Wood Marisa Tomei Mickey Rourke,109
19373,a1995,b876,blood simple ,1984,Joel Coen Ethan Coen,John Getz Frances McDormand Dan Hedaya M. Emmet Walsh,99,blood simple,1985,Ethan Coen Joel Coen,Frances McDormand John Getz,99
19376,a1365,b876,raising arizona,1987,Joel Coen Ethan Coen,Nicolas Cage Holly Hunter Trey Wilson John Goodman,94,blood simple,1985,Ethan Coen Joel Coen,Frances McDormand John Getz,99
19409,a116,b878,skyfall,2012,Sam Mendes,Daniel Craig Javier Bardem Naomie Harris Judi Dench,143,skyfall,2012,Sam Mendes,Daniel Craig Helen McCrory Javier Bardem Judi Dench Naomie Harris Ralph Fiennes,143
19516,a2059,b885,hunt for the wilderpeople,2016,Taika Waititi,Sam Neill Julian Dennison Rima Te Wiata Rachel House,101,hunt for the wilderpeople,2016,Taika Waititi,Julian Dennison Rachel House Rima Te Wiata Sam Neill,101
19684,a193,b888,harry potter and the goblet of fire,2005,Mike Newell,Daniel Radcliffe Emma Watson Rupert Grint Eric Sykes,157,harry potter and the goblet of fire,2005,Mike Newell,Daniel Radcliffe Emma Watson Rupert Grint,157
19722,a1413,b891,hairspray,2007,Adam Shankman,John Travolta Queen Latifah Nikki Blonsky Michelle Pfeiffer,117,hairspray,2007,Adam Shankman,John Travolta Nikki Blonsky Queen Latifah,117
19738,a1051,b891,talladega nights  the ballad of ricky bobby,2006,Adam McKay,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole,108,hairspray,2007,Adam Shankman,John Travolta Nikki Blonsky Queen Latifah,117
19749,a665,b893,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Michael C. Williams Joshua Leonard Bob Griffin,81,the blair witch project,1999,Daniel Myrick Eduardo Sánchez,Heather Donahue Joshua Leonard Michael C. Williams,81
19969,a307,b896,king kong,2005,Peter Jackson,Naomi Watts Jack Black Adrien Brody Thomas Kretschmann,187,king kong,2005,Peter Jackson,Adrien Brody Jack Black Naomi Watts,187
20019,a1692,b899,bonnie and clyde,1967,Arthur Penn,Warren Beatty Faye Dunaway Michael J. Pollard Gene Hackman,111,bonnie and clyde,1967,Arthur Penn,Faye Dunaway Warren Beatty,112
20077,a1971,b901,inherent vice,2014,Paul Thomas Anderson,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston,148,inherent vice,2014,Paul Thomas Anderson,Benicio Del Toro Jena Malone Joaquin Phoenix Josh Brolin Katherine Waterston Martin Short Maya Rudolph Owen Wilson Reese Witherspoon,0
20108,a1242,b901,the master,2012,Paul Thomas Anderson,Philip Seymour Hoffman Joaquin Phoenix Amy Adams Jesse Plemons,138,inherent vice,2014,Paul Thomas Anderson,Benicio Del Toro Jena Malone Joaquin Phoenix Josh Brolin Katherine Waterston Martin Short Maya Rudolph Owen Wilson Reese Witherspoon,0
20150,a2624,b902,sabotage,2014,David Ayer,Arnold Schwarzenegger Sam Worthington Terrence Howard Olivia Williams,109,starred up,2014,David Mackenzie,Ben Mendelsohn Jack O'Connell Rupert Friend Sam Spruell,106
20249,a1005,b902,hell or high water,2016,David Mackenzie,Chris Pine Ben Foster Jeff Bridges Gil Birmingham,102,starred up,2014,David Mackenzie,Ben Mendelsohn Jack O'Connell Rupert Friend Sam Spruell,106
20259,a318,b903,midnight in paris,2011,Woody Allen,Owen Wilson Rachel McAdams Kathy Bates Kurt Fuller,94,midnight in paris,2011,Woody Allen,,100
20273,a59,b905,star wars  the force awakens,2015,J.J. Abrams,Daisy Ridley John Boyega Oscar Isaac Domhnall Gleeson,136,star wars  episode vii   the force awakens,2015,J.J. Abrams,Adam Driver Carrie Fisher Daisy Ridley Domhnall Gleeson Harrison Ford John Boyega Mark Hamill Oscar Isaac,135
20283,a623,b906,the world s end,2013,Edgar Wright,Simon Pegg Nick Frost Martin Freeman Rosamund Pike,109,the world s end,2013,Edgar Wright,Martin Freeman Nick Frost Rosamund Pike Simon Pegg,109
20294,a109,b913,district 9,2009,Neill Blomkamp,Sharlto Copley David James Jason Cope Nathalie Boltt,112,district 9,2009,Neill Blomkamp,Jason Cope Sharlto Copley,112
20298,a2558,b915,paprika,2006,Satoshi Kon,Megumi Hayashibara Tôru Emori Katsunosuke Hori Tôru Furuya,90,paprika,2007,Satoshi Kon,Katsunosuke Hori Megumi Hayashibara Toru Emori,90
20327,a101,b920,silver linings playbook,2012,David O. Russell,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver,122,silver linings playbook,2012,David O. Russell,Bradley Cooper Chris Tucker Jacki Weaver Jennifer Lawrence Julia Stiles Robert De Niro,122
20353,a704,b920,the twilight saga  eclipse,2010,David Slade,Kristen Stewart Robert Pattinson Taylor Lautner Xavier Samuel,124,silver linings playbook,2012,David O. Russell,Bradley Cooper Chris Tucker Jacki Weaver Jennifer Lawrence Julia Stiles Robert De Niro,122
20560,a92,b929,the martian,2015,Ridley Scott,Matt Damon Jessica Chastain Kristen Wiig Kate Mara,144,the martian,2015,Ridley Scott,Jeff Daniels Jessica Chastain Kate Mara Kristen Wiig Matt Damon,144
20612,a2942,b930,the last temptation of christ,1988,Martin Scorsese,Willem Dafoe Harvey Keitel Barbara Hershey Paul Greco,164,the last temptation of christ,1988,Martin Scorsese,Barbara Hershey Harvey Keitel Willem Dafoe,164
20667,a53,b936,one flew over the cuckoo s nest,1975,Milos Forman,Jack Nicholson Louise Fletcher Michael Berryman Peter Brocco,133,one flew over the cuckoo s nest,1975,Milos Forman,Louise Fletcher,133
20686,a1355,b937,the hours,2002,Stephen Daldry,Meryl Streep Nicole Kidman Julianne Moore Stephen Dillane,110,the hours,2002,Stephen Daldry,Julianne Moore Meryl Streep Nicole Kidman,114
20867,a1897,b942,dead man walking,1995,Tim Robbins,Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry,122,dead man walking,1995,Tim Robbins,Sean Penn Susan Sarandon,122
20935,a2948,b945,lions for lambs,2007,Robert Redford,Tom Cruise Meryl Streep Robert Redford Michael Peña,92,food  inc ,2009,Robert Kenner,Eric Schlosser Michael Pollan,94
20945,a800,b945,the ugly truth,2009,Robert Luketic,Katherine Heigl Gerard Butler Bree Turner Eric Winter,96,food  inc ,2009,Robert Kenner,Eric Schlosser Michael Pollan,94
21005,a2323,b948,the secret world of arrietty,2010,Hiromasa Yonebayashi,Bridgit Mendler Amy Poehler Will Arnett Moises Arias,94,the secret world of arrietty,2012,Hiromasa Yonebayashi,Amy Poehler Bridgit Mendler Will Arnett,94
21018,a1052,b953,melancholia,2011,Lars von Trier,Kirsten Dunst Charlotte Gainsbourg Kiefer Sutherland Alexander Skarsgård,135,melancholia,2011,Lars von Trier,,137
21029,a1406,b957,incendies,2010,Denis Villeneuve,Lubna Azabal Mélissa Désormeaux-Poulin Maxim Gaudette Mustafa Kamel,131,incendies,2011,Denis Villeneuve,,130
21037,a2079,b961,uncle buck,1989,John Hughes,John Candy Macaulay Culkin Jean Louisa Kelly Gaby Hoffmann,100,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108
21090,a2777,b961,crocodile dundee ii,1988,John Cornell,Paul Hogan Linda Kozlowski John Meillon Ernie Dingo,108,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108
21106,a1297,b961,a fish called wanda,1988,Charles Crichton John Cleese,John Cleese Jamie Lee Curtis Kevin Kline Michael Palin,108,a fish called wanda,1988,Charles Crichton John Cleese,Jamie Lee Curtis John Cleese,108
21205,a148,b966,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Judi Dench Jeffrey Wright,144,casino royale,2006,Martin Campbell,Daniel Craig Eva Green Jeffrey Wright Judi Dench,144
21493,a1378,b979,a bronx tale,1993,Robert De Niro,Robert De Niro Chazz Palminteri Lillo Brancato Francis Capra,121,a bronx tale,1993,Robert De Niro,Chazz Palminteri Robert De Niro,121
21580,a471,b983,true grit,2010,Ethan Coen Joel Coen,Jeff Bridges Matt Damon Hailee Steinfeld Josh Brolin,110,true grit,2010,Ethan Coen Joel Coen,Hailee Steinfeld Jeff Bridges Matt Damon,110
21639,a905,b986,bolt,2008,Byron Howard Chris Williams,John Travolta Miley Cyrus Susie Essman Mark Walton,96,bigger stronger faster ,2008,Chris Bell,Chris Bell Mark Bell Mike Bell,105
21699,a2550,b991,zoolander 2,2016,Ben Stiller,Ben Stiller Owen Wilson Penélope Cruz Will Ferrell,101,good time,2017,Ben Safdie Joshua Safdie,Barkhad Abdi Ben Safdie Buddy Duress Gladys Mathon Jennifer Jason Leigh Luke Eberl Mahadeo Shivraj Marcos A. Gonzalez Necro Peter Verby Robert Pattinson Ron Braunstein Rose Gregorio Saida Mansoor Souleymane Sy Savane Taliah Webster,101
22011,a689,b998,the sting,1973,George Roy Hill,Paul Newman Robert Redford Robert Shaw Charles Durning,129,the sting,1973,George Roy Hill,Paul Newman Robert Redford,129
22114,a1762,b1008,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Robert Redford Jack Warden Martin Balsam,138,all the president s men,1976,Alan J. Pakula,Dustin Hoffman Hal Holbrook Jack Warden Jane Alexander Jason Robards Martin Balsam Meredith Baxter Ned Beatty Robert Redford Stephen Collins,138
22237,a444,b1010,the simpsons movie,2007,David Silverman,Dan Castellaneta Julie Kavner Nancy Cartwright Yeardley Smith,87,the simpsons movie,2007,David Silverman,Dan Castellaneta Hank Azaria Harry Shearer Julie Kavner Nancy Cartwright Yeardley Smith,87
22308,a876,b1021,coraline,2009,Henry Selick,Dakota Fanning Teri Hatcher John Hodgman Jennifer Saunders,100,coraline,2009,Henry Selick,Dakota Fanning John Hodgman Teri Hatcher,100
22436,a1770,b1024,glengarry glen ross,1992,James Foley,Al Pacino Jack Lemmon Alec Baldwin Alan Arkin,100,glengarry glen ross,1992,James Foley,Al Pacino Jack Lemmon,100
22567,a1705,b1029,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson Jeff Daniels,93,good night  and good luck ,2005,George Clooney,David Strathairn George Clooney Patricia Clarkson,93
22666,a1346,b1032,mad max beyond thunderdome,1985,George Miller George Ogilvie,Mel Gibson Tina Turner Bruce Spence Adam Cockburn,107,mad max beyond thunderdome,1985,George Miller George Ogilvie,Mel Gibson Tina Turner,107
22787,a1,b1039,the shawshank redemption,1994,Frank Darabont,Tim Robbins Morgan Freeman Bob Gunton William Sadler,142,the shawshank redemption,1994,Frank Darabont,Morgan Freeman Tim Robbins,142
22828,a28,b1041,memento,2000,Christopher Nolan,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior,113,memento,2001,Christopher Nolan,Carrie-Anne Moss Guy Pearce Joe Pantoliano,113
22846,a1191,b1042,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman Peter Boyle,106,young frankenstein,1974,Mel Brooks,Gene Wilder Madeline Kahn Marty Feldman,106
22880,a242,b1046,little miss sunshine,2006,Jonathan Dayton Valerie Faris,Steve Carell Toni Collette Greg Kinnear Abigail Breslin,101,little miss sunshine,2006,Jonathan Dayton Valerie Faris,Greg Kinnear Steve Carell Toni Collette,101
22979,a1602,b1055,frost nixon,2008,Ron Howard,Frank Langella Michael Sheen Kevin Bacon Sam Rockwell,122,frost nixon,2008,Ron Howard,Frank Langella Kevin Bacon Michael Sheen,122
23029,a197,b1057,minority report,2002,Steven Spielberg,Tom Cruise Colin Farrell Samantha Morton Max von Sydow,145,minority report,2002,Steven Spielberg,Max Von Sydow Tom Cruise,145
23033,a81,b1057,catch me if you can,2002,Steven Spielberg,Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen,141,minority report,2002,Steven Spielberg,Max Von Sydow Tom Cruise,145
23084,a2366,b1059,mash,1970,Robert Altman,Donald Sutherland Elliott Gould Tom Skerritt Sally Kellerman,116,mash,1970,Robert Altman,Donald Sutherland Elliott Gould,116
23131,a1042,b1060,the heat,2013,Paul Feig,Sandra Bullock Michael McDonald Melissa McCarthy Demián Bichir,117,first reformed,0,Paul Schrader,Amanda Seyfried Bill Hoag Cedric the Entertainer Ethan Hawke Frank Rodriguez Mahaleia Gray Michael Gaston Philip Ettinger Satchel Eden Bell Victoria Hill,108
23160,a597,b1060,resident evil,2002,Paul W.S. Anderson,Milla Jovovich Michelle Rodriguez Ryan McCluskey Oscar Pearce,100,first reformed,0,Paul Schrader,Amanda Seyfried Bill Hoag Cedric the Entertainer Ethan Hawke Frank Rodriguez Mahaleia Gray Michael Gaston Philip Ettinger Satchel Eden Bell Victoria Hill,108
23165,a479,b1060,total recall,1990,Paul Verhoeven,Arnold Schwarzenegger Sharon Stone Michael Ironside Rachel Ticotin,113,first reformed,0,Paul Schrader,Amanda Seyfried Bill Hoag Cedric the Entertainer Ethan Hawke Frank Rodriguez Mahaleia Gray Michael Gaston Philip Ettinger Satchel Eden Bell Victoria Hill,108
23189,a56,b1062,reservoir dogs,1992,Quentin Tarantino,Harvey Keitel Tim Roth Michael Madsen Chris Penn,99,reservoir dogs,1992,Quentin Tarantino,Harvey Keitel Michael Madsen Tim Roth,99
23194,a2695,b1063,time bandits,1981,Terry Gilliam,Sean Connery Shelley Duvall John Cleese Katherine Helmond,110,time bandits,1981,Terry Gilliam,David Rappaport David Warner Ian Holm John Cleese Katherine Helmond Michael Palin Peter Vaughan Ralph Richardson Sean Connery Shelley Duvall,116
23201,a1556,b1063,the meaning of life,1983,Terry Jones Terry Gilliam,John Cleese Terry Gilliam Eric Idle Terry Jones,107,time bandits,1981,Terry Gilliam,David Rappaport David Warner Ian Holm John Cleese Katherine Helmond Michael Palin Peter Vaughan Ralph Richardson Sean Connery Shelley Duvall,116
23601,a2976,b1081,pride,2014,Matthew Warchus,Bill Nighy Imelda Staunton Dominic West Paddy Considine,119,pride,2014,Matthew Warchus,Bill Nighy Dominic West Imelda Staunton Paddy Considine,120
23610,a1576,b1082,precious,2009,Lee Daniels,Gabourey Sidibe Mo'Nique Paula Patton Mariah Carey,110,precious  based on the novel  push  by sapphire,2009,Lee Daniels,Gabourey Sidibe Mo'Nique Paula Patton,0
23638,a398,b1083,hotel rwanda,2004,Terry George,Don Cheadle Sophie Okonedo Joaquin Phoenix Xolani Mali,121,hotel rwanda,2004,Terry George,Don Cheadle Sophie Okonedo,121
23693,a1004,b1085,planet of the apes,1968,Franklin J. Schaffner,Charlton Heston Roddy McDowall Kim Hunter Maurice Evans,112,planet of the apes,1968,Franklin J. Schaffner,Charlton Heston Roddy McDowall,112
23723,a979,b1089,high fidelity,2000,Stephen Frears,John Cusack Iben Hjejle Todd Louiso Jack Black,113,high fidelity,2000,Stephen Frears,John Cusack,113
23831,a1127,b1091,the fly,1986,David Cronenberg,Jeff Goldblum Geena Davis John Getz Joy Boushel,96,the fly,1986,David Cronenberg,Geena Davis Jeff Goldblum,96
23949,a2544,b1095,a most violent year,2014,J.C. Chandor,Oscar Isaac Jessica Chastain David Oyelowo Alessandro Nivola,125,a most violent year,2014,J.C. Chandor,Albert Brooks Alessandro Nivola Catalina Sandino Moreno Christopher Abbott David Oyelowo Elyes Gabel Jessica Chastain Oscar Isaac Peter Gerety,125
24036,a2374,b1096,saturday night fever,1977,John Badham,John Travolta Karen Lynn Gorney Barry Miller Joseph Cali,118,animal house,1978,John Landis,John Belushi Karen Allen,109
24086,a1520,b1096,animal house,1978,John Landis,John Belushi Karen Allen Tom Hulce Stephen Furst,109,animal house,1978,John Landis,John Belushi Karen Allen,109
24185,a70,b1097,gone girl,2014,David Fincher,Ben Affleck Rosamund Pike Neil Patrick Harris Tyler Perry,149,gone girl,2014,David Fincher,Ben Affleck Neil Patrick Harris Rosamund Pike Tyler Perry,149
24339,a2907,b1101,kinsey,2004,Bill Condon,Liam Neeson Laura Linney Chris O'Donnell Peter Sarsgaard,118,kinsey,2004,Bill Condon,Chris O'Donnell Laura Linney Liam Neeson,118
24382,a2793,b1106,sexy beast,2000,Jonathan Glazer,Ray Winstone Ben Kingsley Ian McShane Amanda Redman,89,sexy beast,2001,Jonathan Glazer,Ben Kingsley Ray Winstone,89
24403,a3033,b1108,the war of the roses,1989,Danny DeVito,Michael Douglas Kathleen Turner Danny DeVito Marianne Sägebrecht,116,the war of the roses,1989,Danny DeVito,Danny DeVito Kathleen Turner Michael Douglas,116
24489,a1761,b1111,midnight cowboy,1969,John Schlesinger,Dustin Hoffman Jon Voight Sylvia Miles John McGiver,113,midnight cowboy,1969,John Schlesinger,Dustin Hoffman Jon Voight,113
24592,a1697,b1113,broken flowers,2005,Jim Jarmusch,Bill Murray Jessica Lange Sharon Stone Julie Delpy,106,broken flowers,2005,Jim Jarmusch,Bill Murray Julie Delpy,106
24652,a2028,b1115,silence,2016,Martin Scorsese,Andrew Garfield Adam Driver Liam Neeson Tadanobu Asano,161,silence,2016,Martin Scorsese,Adam Driver Andrew Garfield Ciarán Hinds Issei Ogata Liam Neeson Shinya Tsukamoto Tadanobu Asano Yoshi Oida,161
24671,a2014,b1119,annihilation,2018,Alex Garland,Natalie Portman Jennifer Jason Leigh Tessa Thompson Benedict Wong,115,annihilation,2018,Alex Garland,Benedict Wong Cosmo Jarvis David Gyasi Edward Mannering Gina Rodriguez Honey Holmes Jennifer Jason Leigh John Schwab Natalie Portman Oscar Isaac Sonoya Mizuno Tessa Thompson Tuva Novotny,115
24688,a1392,b1122,flags of our fathers,2006,Clint Eastwood,Ryan Phillippe Barry Pepper Joseph Cross Jesse Bradford,135,flags of our fathers,2006,Clint Eastwood,Adam Beach Barry Pepper Jesse Bradford Ryan Phillippe,132
24692,a628,b1122,changeling,2008,Clint Eastwood,Angelina Jolie Colm Feore Amy Ryan Gattlin Griffith,141,flags of our fathers,2006,Clint Eastwood,Adam Beach Barry Pepper Jesse Bradford Ryan Phillippe,132
24711,a1929,b1126,the people vs  larry flynt,1996,Milos Forman,Woody Harrelson Courtney Love Edward Norton Brett Harrelson,129,the people vs  larry flynt,1996,Milos Forman,Courtney Love Woody Harrelson,129
24731,a1327,b1128,a serious man,2009,Ethan Coen Joel Coen,Michael Stuhlbarg Richard Kind Sari Lennick Fred Melamed,106,a serious man,2009,Ethan Coen Joel Coen,Michael Stuhlbarg Richard Kind Sari Lennick,106
24752,a2603,b1131,wings of desire,1987,Wim Wenders,Bruno Ganz Solveig Dommartin Otto Sander Curt Bois,128,wings of desire,1988,Wim Wenders,Bruno Ganz Curt Bois Otto Sander Peter Falk Solveig Dommartin,128
24849,a386,b1132,the fighter,2010,David O. Russell,Mark Wahlberg Christian Bale Amy Adams Melissa Leo,116,the fighter,2010,David O. Russell,Christian Bale Mark Wahlberg Melissa Leo,115
24918,a2492,b1135,beasts of no nation,2015,Cary Joji Fukunaga,Abraham Attah Emmanuel Affadzi Ricky Adelayitor Andrew Adote,137,beasts of no nation,2015,Cary Fukunaga,,137
